,run,rho,number of servers,number of customers,mean waiting time
271,9,0.9,4,20000,0.989673802183758
272,9,0.9,4,30000,1.0209525674893545
273,9,0.9,4,40000,1.008046331007422
274,9,0.9,4,50000,1.0597764432178043
275,9,0.9,4,60000,1.082465393265641
276,9,0.9,4,70000,1.0472348254343142
277,9,0.9,4,80000,1.014594161534041
278,9,0.9,4,90000,1.0078567492817376
279,9,0.9,4,100000,1.0043906130872924
280,10,0.9,4,100,0.2243155871431497
281,10,0.9,4,200,0.32241639999051686
282,10,0.9,4,300,0.6645709275626096
283,10,0.9,4,400,1.1507469397310601
284,10,0.9,4,500,1.1640649095140216
285,10,0.9,4,600,0.9998420648861399
286,10,0.9,4,700,0.9193612020528144
287,10,0.9,4,800,0.8422617906655031
288,10,0.9,4,900,0.8397867766406878
289,10,0.9,4,1000,0.7711232378907239
290,10,0.9,4,2000,0.5982705667712864
291,10,0.9,4,3000,0.5932538343312347
292,10,0.9,4,4000,0.6397945388505825
293,10,0.9,4,5000,0.7264426429774898
294,10,0.9,4,6000,0.7394951827642173
295,10,0.9,4,7000,0.7888371104748384
296,10,0.9,4,8000,0.7617893106677944
297,10,0.9,4,9000,0.8038267012194954
298,10,0.9,4,10000,0.8543415682523182
299,10,0.9,4,20000,0.886491212795932
300,10,0.9,4,30000,0.9263785964235373
301,10,0.9,4,40000,0.9262841268679299
302,10,0.9,4,50000,0.9373145758404378
303,10,0.9,4,60000,0.9232773993280332
304,10,0.9,4,70000,0.9085544043929509
305,10,0.9,4,80000,0.9395377431607476
306,10,0.9,4,90000,0.9540704684443494
307,10,0.9,4,100000,0.9479856029777464
308,11,0.9,4,100,1.1303352716494308
309,11,0.9,4,200,0.9878296370037729
310,11,0.9,4,300,0.7345356639092157
311,11,0.9,4,400,0.7248273663130002
312,11,0.9,4,500,0.6818245511791561
313,11,0.9,4,600,0.6477628143768637
314,11,0.9,4,700,0.6428695709905153
315,11,0.9,4,800,0.5979109917785108
316,11,0.9,4,900,0.7403616542203795
317,11,0.9,4,1000,0.9160436393712255
318,11,0.9,4,2000,0.967106109230735
319,11,0.9,4,3000,0.9210185740013194
320,11,0.9,4,4000,0.985485279764073
321,11,0.9,4,5000,1.041033916770762
322,11,0.9,4,6000,0.9968545970886479
323,11,0.9,4,7000,1.0469579474918396
324,11,0.9,4,8000,1.134396637608673
