,run,rho,number of servers,number of customers,mean waiting time
387,13,0.7,1,60000,2.2971041642154897
388,13,0.7,1,70000,2.305520608393332
389,13,0.7,1,80000,2.3567302570932354
390,13,0.7,1,90000,2.3712433563915503
391,13,0.7,1,100000,2.3750526872494064
392,14,0.7,1,100,1.7128508752389302
393,14,0.7,1,200,1.9019655868895553
394,14,0.7,1,300,2.3787061317220477
395,14,0.7,1,400,3.291991644560944
396,14,0.7,1,500,3.4433124464742138
397,14,0.7,1,600,4.281403580706165
398,14,0.7,1,700,3.9282600470001015
399,14,0.7,1,800,3.6917680740630785
400,14,0.7,1,900,3.339182137210917
401,14,0.7,1,1000,3.3365446854480685
402,14,0.7,1,2000,2.8368451893397797
403,14,0.7,1,3000,2.7260012093294366
404,14,0.7,1,4000,2.7071408573854603
405,14,0.7,1,5000,2.4750607886118647
406,14,0.7,1,6000,2.481318281350653
407,14,0.7,1,7000,2.4078624180335795
408,14,0.7,1,8000,2.3688068110214324
409,14,0.7,1,9000,2.3577991225129487
410,14,0.7,1,10000,2.346612958783571
411,14,0.7,1,20000,2.310361367174938
412,14,0.7,1,30000,2.3826489647150555
413,14,0.7,1,40000,2.3818706136345127
414,14,0.7,1,50000,2.378132387582776
415,14,0.7,1,60000,2.3660445820884264
416,14,0.7,1,70000,2.3682566204981237
417,14,0.7,1,80000,2.3607481845610923
418,14,0.7,1,90000,2.366567234325777
419,14,0.7,1,100000,2.380217378880527
420,15,0.7,1,100,1.8615732454921379
421,15,0.7,1,200,1.6373600188756632
422,15,0.7,1,300,1.5491490151753704
423,15,0.7,1,400,1.5034529196873836
424,15,0.7,1,500,1.516132330731846
425,15,0.7,1,600,1.6931509227805508
426,15,0.7,1,700,1.670858041715576
427,15,0.7,1,800,1.6724397083681202
428,15,0.7,1,900,2.191806747429119
429,15,0.7,1,1000,2.0492322599066357
430,15,0.7,1,2000,2.1295472985314703
431,15,0.7,1,3000,2.5962449642588465
432,15,0.7,1,4000,2.448811696011915
433,15,0.7,1,5000,2.4891121449445666
434,15,0.7,1,6000,2.4502024352096172
435,15,0.7,1,7000,2.3312253541615866
436,15,0.7,1,8000,2.256042800500263
437,15,0.7,1,9000,2.2520729227293637
438,15,0.7,1,10000,2.2009974178270975
439,15,0.7,1,20000,2.16775812306531
440,15,0.7,1,30000,2.174032030548432
441,15,0.7,1,40000,2.225245566217564
442,15,0.7,1,50000,2.311760192671516
443,15,0.7,1,60000,2.2794136007704298
444,15,0.7,1,70000,2.3111549255263233
445,15,0.7,1,80000,2.303454871328394
446,15,0.7,1,90000,2.3133759173477455
447,15,0.7,1,100000,2.337746891132765
448,16,0.7,1,100,1.5948123909463063
449,16,0.7,1,200,1.5469924229625451
450,16,0.7,1,300,3.335503676805986
451,16,0.7,1,400,3.228060556053249
452,16,0.7,1,500,3.1241311939644363
453,16,0.7,1,600,2.8188657337327405
454,16,0.7,1,700,2.6898629547674657
455,16,0.7,1,800,2.539634156735074
456,16,0.7,1,900,2.475341891235782
457,16,0.7,1,1000,2.349640708843673
458,16,0.7,1,2000,2.21435953452649
459,16,0.7,1,3000,2.0251088442113168
460,16,0.7,1,4000,1.898147499266729
461,16,0.7,1,5000,2.0313261069517283
462,16,0.7,1,6000,1.989118891865553
463,16,0.7,1,7000,2.1613202479755533
464,16,0.7,1,8000,2.1562395116025117
465,16,0.7,1,9000,2.3241196421710217
466,16,0.7,1,10000,2.345917268408873
467,16,0.7,1,20000,2.3416657239658143
468,16,0.7,1,30000,2.413319896387599
469,16,0.7,1,40000,2.387918547797226
470,16,0.7,1,50000,2.3671672762148734
471,16,0.7,1,60000,2.349788333250354
472,16,0.7,1,70000,2.3686265041505234
473,16,0.7,1,80000,2.3485642425065842
474,16,0.7,1,90000,2.380178575280349
475,16,0.7,1,100000,2.3533143931643243
476,17,0.7,1,100,1.063112544636888
477,17,0.7,1,200,1.0213030504052254
478,17,0.7,1,300,1.3230943279006724
479,17,0.7,1,400,1.5629190489875222
480,17,0.7,1,500,1.5213828625639234
481,17,0.7,1,600,1.6775234798251522
482,17,0.7,1,700,1.677715499066418
483,17,0.7,1,800,1.6965069873666232
484,17,0.7,1,900,1.667744372772283
485,17,0.7,1,1000,1.7183741359168925
486,17,0.7,1,2000,2.351601513063977
487,17,0.7,1,3000,2.1131160482853146
488,17,0.7,1,4000,2.0655572319590743
489,17,0.7,1,5000,2.129069913131127
490,17,0.7,1,6000,2.0277232226300295
491,17,0.7,1,7000,2.009675535325633
492,17,0.7,1,8000,1.9745663714156316
493,17,0.7,1,9000,2.019657479209769
494,17,0.7,1,10000,2.0150446158285327
495,17,0.7,1,20000,2.0675855858390735
496,17,0.7,1,30000,2.2409230546350423
497,17,0.7,1,40000,2.237752051485898
498,17,0.7,1,50000,2.302167327887081
499,17,0.7,1,60000,2.2798950029399925
500,17,0.7,1,70000,2.269927764171982
501,17,0.7,1,80000,2.260559912296857
502,17,0.7,1,90000,2.2801214225940645
503,17,0.7,1,100000,2.2791694294035394
504,18,0.7,1,100,0.9782155062501038
505,18,0.7,1,200,2.166020455296812
506,18,0.7,1,300,1.7434356878833015
507,18,0.7,1,400,1.9768197505762413
508,18,0.7,1,500,2.3788301367545475
509,18,0.7,1,600,2.5479324155944267
510,18,0.7,1,700,2.3825049756592906
511,18,0.7,1,800,2.225943461934161
512,18,0.7,1,900,2.3611741502062897
513,18,0.7,1,1000,2.5771079872752223
514,18,0.7,1,2000,2.2139635153369714
515,18,0.7,1,3000,2.2047109743952786
516,18,0.7,1,4000,2.3399319888645813
517,18,0.7,1,5000,2.3236012232841086
518,18,0.7,1,6000,2.617903718917709
519,18,0.7,1,7000,2.4904951553920953
520,18,0.7,1,8000,2.509851017467159
521,18,0.7,1,9000,2.415083702934157
522,18,0.7,1,10000,2.3674775693145262
523,18,0.7,1,20000,2.373806506325561
524,18,0.7,1,30000,2.4184651277470346
525,18,0.7,1,40000,2.3748116005627184
526,18,0.7,1,50000,2.3588085619066543
527,18,0.7,1,60000,2.3419114192285386
528,18,0.7,1,70000,2.307600314981705
529,18,0.7,1,80000,2.3579877900595583
530,18,0.7,1,90000,2.373082050052544
531,18,0.7,1,100000,2.38028981343805
532,19,0.7,1,100,5.39699632903941
533,19,0.7,1,200,4.217471872969358
534,19,0.7,1,300,4.3419557078088244
535,19,0.7,1,400,3.819082258813862
536,19,0.7,1,500,3.7123444921632713
537,19,0.7,1,600,3.2226017116692596
538,19,0.7,1,700,2.9841198591538745
539,19,0.7,1,800,3.5866756441674545
540,19,0.7,1,900,3.3477042938369075
541,19,0.7,1,1000,3.0977462239315936
542,19,0.7,1,2000,2.479576164095987
543,19,0.7,1,3000,2.1850944396662597
544,19,0.7,1,4000,2.142996869811219
545,19,0.7,1,5000,2.2153917713557596
546,19,0.7,1,6000,2.247671926384949
547,19,0.7,1,7000,2.332493081203773
548,19,0.7,1,8000,2.29647424657799
549,19,0.7,1,9000,2.3080571980165367
550,19,0.7,1,10000,2.302383643466162
551,19,0.7,1,20000,2.325723075783846
552,19,0.7,1,30000,2.285442312969725
553,19,0.7,1,40000,2.3249835129518988
554,19,0.7,1,50000,2.2854509201799624
555,19,0.7,1,60000,2.277717044285831
556,19,0.7,1,70000,2.2775156268135603
557,19,0.7,1,80000,2.2826136508256027
558,19,0.7,1,90000,2.290707135343897
559,19,0.7,1,100000,2.2851936464443856
560,20,0.7,1,100,3.34372061147557
561,20,0.7,1,200,2.3940204317461946
562,20,0.7,1,300,1.944783400227211
563,20,0.7,1,400,2.6647607409543252
564,20,0.7,1,500,2.6085810054026086
565,20,0.7,1,600,2.466340042371259
566,20,0.7,1,700,2.302547112252699
567,20,0.7,1,800,2.1834859431866347
568,20,0.7,1,900,2.053422483529489
569,20,0.7,1,1000,1.9421308780992184
570,20,0.7,1,2000,2.006893875822621
571,20,0.7,1,3000,2.114862994712456
572,20,0.7,1,4000,1.9762941629055863
573,20,0.7,1,5000,2.1008678136328833
574,20,0.7,1,6000,2.2928251204079504
575,20,0.7,1,7000,2.298322807548526
576,20,0.7,1,8000,2.2681686526881886
577,20,0.7,1,9000,2.346285310523104
578,20,0.7,1,10000,2.2854775305762827
579,20,0.7,1,20000,2.2333738515562436
580,20,0.7,1,30000,2.394941158041941
581,20,0.7,1,40000,2.297417624239265
582,20,0.7,1,50000,2.2687297402031437
583,20,0.7,1,60000,2.263807756335216
584,20,0.7,1,70000,2.250994417131021
585,20,0.7,1,80000,2.226442896656991
586,20,0.7,1,90000,2.251810346745087
587,20,0.7,1,100000,2.2465347473678405
588,21,0.7,1,100,1.5998309037769227
589,21,0.7,1,200,2.1936617443434505
590,21,0.7,1,300,2.6611674706857014
591,21,0.7,1,400,2.5925435716343292
592,21,0.7,1,500,2.7640009697505663
593,21,0.7,1,600,2.636644153104857
594,21,0.7,1,700,2.598088292982658
595,21,0.7,1,800,2.5411667223386725
596,21,0.7,1,900,2.521814689308372
597,21,0.7,1,1000,2.8685847439576784
598,21,0.7,1,2000,2.46912764154671
599,21,0.7,1,3000,2.422704203915678
600,21,0.7,1,4000,2.2410609720276744
601,21,0.7,1,5000,2.4761021227656665
602,21,0.7,1,6000,2.401960791208959
603,21,0.7,1,7000,2.3901773999213827
604,21,0.7,1,8000,2.293988098204822
605,21,0.7,1,9000,2.320591384212337
606,21,0.7,1,10000,2.467725860057121
607,21,0.7,1,20000,2.456724030900143
608,21,0.7,1,30000,2.352378334299341
609,21,0.7,1,40000,2.320605951952617
610,21,0.7,1,50000,2.3362628910529932
611,21,0.7,1,60000,2.342941516146061
612,21,0.7,1,70000,2.329735081965087
613,21,0.7,1,80000,2.351858147887936
614,21,0.7,1,90000,2.350531109293837
615,21,0.7,1,100000,2.3459922820887327
616,22,0.7,1,100,2.2019100991139777
617,22,0.7,1,200,2.971791883015677
618,22,0.7,1,300,2.914875793946815
619,22,0.7,1,400,2.576414029557828
620,22,0.7,1,500,2.5399501434883898
621,22,0.7,1,600,2.4665513833664803
622,22,0.7,1,700,2.867253062564545
623,22,0.7,1,800,2.74626168943101
624,22,0.7,1,900,2.8003468412109425
625,22,0.7,1,1000,2.6645106656730873
626,22,0.7,1,2000,2.4690835680061882
627,22,0.7,1,3000,2.4882781811405383
628,22,0.7,1,4000,2.3745857692699994
629,22,0.7,1,5000,2.4697732025375196
630,22,0.7,1,6000,2.5424489978331075
631,22,0.7,1,7000,2.385516068660377
632,22,0.7,1,8000,2.3213086982608417
633,22,0.7,1,9000,2.2914909898102875
634,22,0.7,1,10000,2.3901030367777616
635,22,0.7,1,20000,2.445223178080794
636,22,0.7,1,30000,2.368032822652507
637,22,0.7,1,40000,2.4143789873369808
638,22,0.7,1,50000,2.3875600709565985
639,22,0.7,1,60000,2.374572047557505
640,22,0.7,1,70000,2.439949617447585
641,22,0.7,1,80000,2.4734485227357736
642,22,0.7,1,90000,2.482855548549672
643,22,0.7,1,100000,2.4415442104888494
644,23,0.7,1,100,2.9157629780856666
645,23,0.7,1,200,2.018945594018769
646,23,0.7,1,300,1.6568660957161279
647,23,0.7,1,400,1.6173652537082968
648,23,0.7,1,500,1.4399032694330145
649,23,0.7,1,600,1.4417423141055923
650,23,0.7,1,700,2.396648012998131
651,23,0.7,1,800,2.9732516534559807
652,23,0.7,1,900,2.768424294548865
